"Time","{dostawca=""Azure"", konfiguracja=""high"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""low"", usługa=""Container Apps""}","{dostawca=""Azure"", konfiguracja=""medium"", usługa=""Container Apps""}"
2025-09-14 00:00:00,23,72.6,46.2
2025-09-14 00:00:30,23,72.6,46.2
2025-09-14 00:01:00,23,72.6,46.2
2025-09-14 00:01:30,23,72.6,46.2
2025-09-14 00:02:00,23,72.6,46.5
2025-09-14 00:02:30,23,72.6,46.5
2025-09-14 00:03:00,23,72.6,46.5
2025-09-14 00:03:30,23,72.6,46.5
2025-09-14 00:04:00,23,72.6,46.5
2025-09-14 00:04:30,23,72.6,46.5
2025-09-14 00:05:00,23,72.6,46.5
2025-09-14 00:05:30,23,72.6,46.5
2025-09-14 00:06:00,23,72.6,46.5
